inspector_name,inspection_date,slip_no,product_name,start_time,end_time,work_minutes,tehai_no,order_no,bottom_ng_count,slat_ng_count,balance_ng_count,ng_total
田中玲,2026-01-21,SLIP-0121-006,RS-110X210-WH,08:05:10,08:11:35,6,TEH-260120-014,ORD-260120-014,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-071,RS-120X200-GY,09:40:27,09:46:12,5,TEH-260120-015,ORD-260120-015,0,0,0,0
小林陽,2026-01-20,SLIP-0120-072,RS-110X210-WH,09:37:35,09:42:57,5,TEH-260120-016,ORD-260120-016,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-073,VB-60-90X160-BR,09:48:04,09:54:09,6,TEH-260120-017,ORD-260120-017,0,0,0,0
田中玲,2026-01-20,SLIP-0120-074,RS-90X180-WH,09:47:48,09:53:52,6,TEH-260120-018,ORD-260120-018,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-075,VB-50-80X150-IV,09:46:33,09:52:03,5,TEH-260120-019,ORD-260120-019,0,0,0,0
小林陽,2026-01-20,SLIP-0120-076,VB-50-80X150-IV,09:43:11,09:48:46,5,TEH-260120-020,ORD-260120-020,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-077,RS-100X190-BK,09:54:35,10:00:15,5,TEH-260120-021,ORD-260120-021,0,0,0,0
田中玲,2026-01-20,SLIP-0120-078,RS-100X190-BK,09:54:10,09:59:35,5,TEH-260120-022,ORD-260120-022,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-079,RS-100X190-BK,09:52:28,09:58:36,6,TEH-260120-023,ORD-260120-023,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-007,VB-60-90X160-BR,08:05:39,08:11:14,5,TEH-260120-024,ORD-260120-024,0,0,0,0
小林陽,2026-01-20,SLIP-0120-080,RS-120X200-GY,09:49:03,09:54:39,5,TEH-260120-025,ORD-260120-025,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-081,RS-100X190-BK,10:00:28,10:05:35,5,TEH-260120-026,ORD-260120-026,0,0,0,0
田中玲,2026-01-20,SLIP-0120-082,RS-90X180-WH,09:59:55,10:05:29,5,TEH-260120-027,ORD-260120-027,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-083,VB-60-90X160-BR,09:58:49,10:04:37,5,TEH-260120-028,ORD-260120-028,0,0,0,0
小林陽,2026-01-20,SLIP-0120-084,RS-90X180-WH,09:55:02,10:00:59,5,TEH-260120-029,ORD-260120-029,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-085,VB-50-80X150-IV,10:05:55,10:12:31,6,TEH-260120-030,ORD-260120-030,0,0,0,0
田中玲,2026-01-20,SLIP-0120-086,RS-100X190-BK,10:05:45,10:11:09,5,TEH-260120-031,ORD-260120-031,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-087,RS-100X190-BK,10:05:02,10:10:06,5,TEH-260120-032,ORD-260120-032,0,0,0,0
小林陽,2026-01-20,SLIP-0120-088,RS-90X180-WH,10:01:14,10:07:10,5,TEH-260120-033,ORD-260120-033,0,0,0,0
小林陽,2026-01-21,SLIP-0121-008,RS-120X200-GY,08:05:55,08:11:16,5,TEH-260120-034,ORD-260120-034,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-089,VB-60-90X160-BR,10:12:47,10:18:51,6,TEH-260120-035,ORD-260120-035,2,1,2,3
鈴木ミカ,2026-01-21,SLIP-0121-009,RS-100X190-BK,08:11:59,08:17:05,5,TEH-260120-036,ORD-260120-036,0,0,0,0
田中玲,2026-01-21,SLIP-0121-010,RS-120X200-GY,08:12:00,08:17:18,5,TEH-260120-037,ORD-260120-037,0,0,0,0
田中玲,2026-01-20,SLIP-0120-090,RS-110X210-WH,10:11:33,10:17:06,5,TEH-260120-038,ORD-260120-038,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-091,RS-120X200-GY,10:10:31,10:16:49,6,TEH-260120-039,ORD-260120-039,0,0,0,0
小林陽,2026-01-20,SLIP-0120-092,RS-90X180-WH,10:07:34,10:13:22,5,TEH-260120-040,ORD-260120-040,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-011,VB-50-80X150-IV,08:11:34,08:17:14,5,TEH-260120-041,ORD-260120-041,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-093,RS-110X210-WH,10:19:11,10:24:49,5,TEH-260120-042,ORD-260120-042,0,0,0,0
小林陽,2026-01-21,SLIP-0121-012,VB-60-90X160-BR,08:11:42,08:17:42,6,TEH-260120-043,ORD-260120-043,0,0,0,0
田中玲,2026-01-20,SLIP-0120-094,VB-60-90X160-BR,10:17:19,10:23:23,6,TEH-260120-044,ORD-260120-044,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-013,RS-120X200-GY,08:17:35,08:23:07,5,TEH-260120-045,ORD-260120-045,0,0,0,0
田中玲,2026-01-21,SLIP-0121-014,VB-60-90X160-BR,08:17:45,08:22:53,5,TEH-260120-046,ORD-260120-046,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-095,RS-100X190-BK,10:16:56,10:22:31,5,TEH-260120-047,ORD-260120-047,0,0,0,0
小林陽,2026-01-20,SLIP-0120-096,VB-60-90X160-BR,10:13:47,10:18:47,5,TEH-260120-048,ORD-260120-048,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-015,RS-120X200-GY,08:17:36,08:23:09,5,TEH-260120-049,ORD-260120-049,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-097,RS-110X210-WH,10:25:03,10:30:57,5,TEH-260120-050,ORD-260120-050,0,0,0,0
小林陽,2026-01-21,SLIP-0121-016,RS-100X190-BK,08:17:58,08:23:09,5,TEH-260120-051,ORD-260120-051,0,0,0,0
田中玲,2026-01-20,SLIP-0120-098,RS-110X210-WH,10:23:33,10:29:38,6,TEH-260120-052,ORD-260120-052,2,0,1,3
加藤葵,2026-01-20,SLIP-0120-099,VB-60-90X160-BR,10:22:49,10:28:52,6,TEH-260120-053,ORD-260120-053,0,0,0,0
小林陽,2026-01-20,SLIP-0120-100,RS-110X210-WH,10:19:15,10:24:54,5,TEH-260120-054,ORD-260120-054,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-017,RS-110X210-WH,08:23:13,08:28:47,5,TEH-260120-055,ORD-260120-055,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-101,VB-60-90X160-BR,10:31:22,10:37:19,5,TEH-260120-056,ORD-260120-056,0,0,0,0
田中玲,2026-01-20,SLIP-0120-102,RS-100X190-BK,10:29:58,10:35:24,5,TEH-260120-057,ORD-260120-057,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-103,VB-50-80X150-IV,10:29:10,10:35:07,5,TEH-260120-058,ORD-260120-058,0,0,0,0
小林陽,2026-01-20,SLIP-0120-104,RS-110X210-WH,10:25:18,10:31:02,5,TEH-260120-059,ORD-260120-059,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-105,VB-60-90X160-BR,10:37:37,10:42:50,5,TEH-260120-060,ORD-260120-060,0,0,0,0
田中玲,2026-01-21,SLIP-0121-018,VB-50-80X150-IV,08:23:14,08:28:29,5,TEH-260120-061,ORD-260120-061,0,0,0,0
田中玲,2026-01-20,SLIP-0120-106,RS-100X190-BK,10:35:53,10:41:07,5,TEH-260120-062,ORD-260120-062,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-019,VB-50-80X150-IV,08:23:23,08:29:36,6,TEH-260120-063,ORD-260120-063,0,0,0,0
小林陽,2026-01-21,SLIP-0121-020,RS-120X200-GY,08:23:25,08:29:10,5,TEH-260120-064,ORD-260120-064,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-107,VB-60-90X160-BR,10:35:23,10:41:20,5,TEH-260120-065,ORD-260120-065,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-021,RS-100X190-BK,08:28:55,08:35:02,6,TEH-260120-066,ORD-260120-066,0,0,0,0
小林陽,2026-01-20,SLIP-0120-108,RS-100X190-BK,10:31:10,10:36:52,5,TEH-260120-067,ORD-260120-067,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-109,RS-120X200-GY,10:43:14,10:48:52,5,TEH-260120-068,ORD-260120-068,0,0,0,0
田中玲,2026-01-20,SLIP-0120-110,VB-50-80X150-IV,10:41:25,10:46:49,5,TEH-260120-069,ORD-260120-069,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-111,RS-120X200-GY,10:41:32,10:47:05,5,TEH-260120-070,ORD-260120-070,0,0,0,0
小林陽,2026-01-20,SLIP-0120-112,VB-50-80X150-IV,10:37:22,10:43:05,5,TEH-260120-071,ORD-260120-071,0,0,0,0
田中玲,2026-01-21,SLIP-0121-022,RS-100X190-BK,08:28:48,08:34:31,5,TEH-260120-072,ORD-260120-072,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-113,RS-90X180-WH,10:48:58,10:54:29,5,TEH-260120-073,ORD-260120-073,0,0,0,0
田中玲,2026-01-20,SLIP-0120-114,RS-100X190-BK,10:47:17,10:53:07,5,TEH-260120-074,ORD-260120-074,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-115,RS-120X200-GY,10:47:26,10:52:19,4,TEH-260120-075,ORD-260120-075,0,0,0,0
小林陽,2026-01-20,SLIP-0120-116,RS-90X180-WH,10:43:13,10:48:50,5,TEH-260120-076,ORD-260120-076,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-117,RS-110X210-WH,10:54:46,10:59:53,5,TEH-260120-077,ORD-260120-077,0,0,0,0
田中玲,2026-01-20,SLIP-0120-118,RS-90X180-WH,10:53:14,10:59:25,6,TEH-260120-078,ORD-260120-078,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-119,RS-110X210-WH,10:52:48,10:59:14,6,TEH-260120-079,ORD-260120-079,0,0,0,0
小林陽,2026-01-20,SLIP-0120-120,RS-110X210-WH,10:49:15,10:54:13,4,TEH-260120-080,ORD-260120-080,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-121,RS-120X200-GY,11:00:18,11:05:51,5,TEH-260120-081,ORD-260120-081,0,0,0,0
田中玲,2026-01-20,SLIP-0120-122,RS-100X190-BK,10:59:34,11:05:23,5,TEH-260120-082,ORD-260120-082,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-123,RS-120X200-GY,10:59:23,11:05:44,6,TEH-260120-083,ORD-260120-083,0,0,0,0
小林陽,2026-01-20,SLIP-0120-124,VB-60-90X160-BR,10:54:43,10:59:57,5,TEH-260120-084,ORD-260120-084,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-125,RS-120X200-GY,11:06:19,11:12:02,5,TEH-260120-085,ORD-260120-085,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-023,RS-120X200-GY,08:29:53,08:36:20,6,TEH-260120-086,ORD-260120-086,0,0,0,0
田中玲,2026-01-20,SLIP-0120-126,RS-90X180-WH,11:05:47,11:10:57,5,TEH-260120-087,ORD-260120-087,0,0,0,0
小林陽,2026-01-21,SLIP-0121-024,VB-50-80X150-IV,08:29:18,08:35:07,5,TEH-260120-088,ORD-260120-088,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-127,RS-110X210-WH,11:05:54,11:11:03,5,TEH-260120-089,ORD-260120-089,0,0,0,0
小林陽,2026-01-20,SLIP-0120-128,RS-110X210-WH,11:00:03,11:05:21,5,TEH-260120-090,ORD-260120-090,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-129,RS-120X200-GY,11:12:25,11:17:06,4,TEH-260120-091,ORD-260120-091,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-025,VB-50-80X150-IV,08:35:26,08:40:59,5,TEH-260120-092,ORD-260120-092,0,0,0,0
田中玲,2026-01-20,SLIP-0120-130,RS-90X180-WH,11:11:15,11:17:41,6,TEH-260120-093,ORD-260120-093,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-131,RS-100X190-BK,11:11:28,11:16:20,4,TEH-260120-094,ORD-260120-094,0,0,0,0
小林陽,2026-01-20,SLIP-0120-132,VB-60-90X160-BR,11:05:51,11:11:35,5,TEH-260120-095,ORD-260120-095,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-133,VB-60-90X160-BR,11:17:31,11:22:55,5,TEH-260120-096,ORD-260120-096,0,0,0,0
田中玲,2026-01-20,SLIP-0120-134,RS-110X210-WH,11:17:54,11:24:21,6,TEH-260120-097,ORD-260120-097,0,0,0,0
田中玲,2026-01-21,SLIP-0121-026,RS-90X180-WH,08:34:57,08:40:39,5,TEH-260120-098,ORD-260120-098,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-135,VB-60-90X160-BR,11:16:25,11:22:06,5,TEH-260120-099,ORD-260120-099,0,0,0,0
小林陽,2026-01-20,SLIP-0120-136,RS-120X200-GY,11:11:49,11:17:11,5,TEH-260120-100,ORD-260120-100,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-137,VB-50-80X150-IV,11:23:17,11:29:03,5,TEH-260120-101,ORD-260120-101,0,0,0,0
田中玲,2026-01-20,SLIP-0120-138,VB-60-90X160-BR,11:24:36,11:29:16,4,TEH-260120-102,ORD-260120-102,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-027,VB-50-80X150-IV,08:36:49,08:41:56,5,TEH-260120-103,ORD-260120-103,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-139,VB-60-90X160-BR,11:22:18,11:28:41,6,TEH-260120-104,ORD-260120-104,0,0,0,0
小林陽,2026-01-21,SLIP-0121-028,RS-100X190-BK,08:35:15,08:40:39,5,TEH-260120-105,ORD-260120-105,0,0,0,0
小林陽,2026-01-20,SLIP-0120-140,RS-100X190-BK,11:17:41,11:23:41,6,TEH-260120-106,ORD-260120-106,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-141,RS-120X200-GY,11:29:24,11:34:54,5,TEH-260120-107,ORD-260120-107,0,0,0,0
田中玲,2026-01-20,SLIP-0120-142,RS-110X210-WH,11:29:36,11:35:32,5,TEH-260120-108,ORD-260120-108,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-143,RS-120X200-GY,11:28:49,11:34:13,5,TEH-260120-109,ORD-260120-109,0,0,0,0
小林陽,2026-01-20,SLIP-0120-144,VB-60-90X160-BR,11:23:54,11:29:39,5,TEH-260120-110,ORD-260120-110,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-145,RS-120X200-GY,11:35:12,11:40:47,5,TEH-260120-111,ORD-260120-111,0,0,0,0
田中玲,2026-01-20,SLIP-0120-146,RS-110X210-WH,11:35:55,11:42:10,6,TEH-260120-112,ORD-260120-112,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-147,RS-120X200-GY,11:34:22,11:39:16,4,TEH-260120-113,ORD-260120-113,0,0,0,0
小林陽,2026-01-20,SLIP-0120-148,VB-60-90X160-BR,11:29:57,11:35:28,5,TEH-260120-114,ORD-260120-114,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-149,RS-100X190-BK,11:41:07,11:46:19,5,TEH-260120-115,ORD-260120-115,0,0,0,0
田中玲,2026-01-20,SLIP-0120-150,RS-110X210-WH,11:42:27,11:47:58,5,TEH-260120-116,ORD-260120-116,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-029,RS-90X180-WH,08:41:16,08:46:29,5,TEH-260120-117,ORD-260120-117,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-151,RS-90X180-WH,11:39:41,11:45:35,5,TEH-260120-118,ORD-260120-118,0,0,0,0
田中玲,2026-01-21,SLIP-0121-030,VB-50-80X150-IV,08:40:58,08:46:39,5,TEH-260120-119,ORD-260120-119,0,0,0,0
小林陽,2026-01-20,SLIP-0120-152,VB-50-80X150-IV,11:35:34,11:41:04,5,TEH-260120-120,ORD-260120-120,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-153,RS-110X210-WH,11:46:44,11:52:55,6,TEH-260120-121,ORD-260120-121,0,0,0,0
田中玲,2026-01-20,SLIP-0120-154,VB-60-90X160-BR,11:48:25,11:53:50,5,TEH-260120-122,ORD-260120-122,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-155,VB-50-80X150-IV,11:46:05,11:51:08,5,TEH-260120-123,ORD-260120-123,0,0,0,0
小林陽,2026-01-20,SLIP-0120-156,VB-60-90X160-BR,11:41:12,11:46:19,5,TEH-260120-124,ORD-260120-124,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-157,RS-110X210-WH,11:53:19,11:59:11,5,TEH-260120-125,ORD-260120-125,0,0,0,0
田中玲,2026-01-20,SLIP-0120-158,RS-90X180-WH,11:54:06,11:59:53,5,TEH-260120-126,ORD-260120-126,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-159,RS-100X190-BK,11:51:26,11:56:43,5,TEH-260120-127,ORD-260120-127,0,0,0,0
小林陽,2026-01-20,SLIP-0120-160,VB-60-90X160-BR,11:46:45,11:53:16,6,TEH-260120-128,ORD-260120-128,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-031,VB-50-80X150-IV,08:42:19,08:48:19,6,TEH-260120-129,ORD-260120-129,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-161,RS-90X180-WH,13:00:00,13:04:53,4,TEH-260120-130,ORD-260120-130,0,0,0,0
小林陽,2026-01-21,SLIP-0121-032,VB-60-90X160-BR,08:40:45,08:46:17,5,TEH-260120-131,ORD-260120-131,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-033,VB-50-80X150-IV,08:46:53,08:52:01,5,TEH-260120-132,ORD-260120-132,0,0,0,0
田中玲,2026-01-20,SLIP-0120-162,VB-50-80X150-IV,13:00:00,13:05:30,5,TEH-260120-133,ORD-260120-133,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-163,RS-120X200-GY,13:00:00,13:01:45,1,TEH-260120-134,ORD-260120-134,0,0,0,0
田中玲,2026-01-21,SLIP-0121-034,VB-60-90X160-BR,08:46:49,08:52:52,6,TEH-260120-135,ORD-260120-135,0,0,0,0
小林陽,2026-01-20,SLIP-0120-164,RS-100X190-BK,11:53:32,11:59:15,5,TEH-260120-136,ORD-260120-136,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-165,VB-50-80X150-IV,13:05:08,13:11:06,5,TEH-260120-137,ORD-260120-137,0,0,0,0
田中玲,2026-01-20,SLIP-0120-166,RS-90X180-WH,13:05:55,13:11:12,5,TEH-260120-138,ORD-260120-138,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-167,RS-110X210-WH,13:02:11,13:07:51,5,TEH-260120-139,ORD-260120-139,0,0,0,0
小林陽,2026-01-20,SLIP-0120-168,VB-50-80X150-IV,13:00:00,13:05:35,5,TEH-260120-140,ORD-260120-140,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-035,RS-90X180-WH,08:48:45,08:54:34,5,TEH-260120-141,ORD-260120-141,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-169,RS-110X210-WH,13:11:32,13:17:54,6,TEH-260120-142,ORD-260120-142,0,0,0,0
田中玲,2026-01-20,SLIP-0120-170,RS-100X190-BK,13:11:27,13:16:51,5,TEH-260120-143,ORD-260120-143,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-171,RS-90X180-WH,13:08:13,13:14:01,5,TEH-260120-144,ORD-260120-144,0,0,0,0
小林陽,2026-01-20,SLIP-0120-172,VB-60-90X160-BR,13:05:52,13:11:03,5,TEH-260120-145,ORD-260120-145,0,0,0,0
小林陽,2026-01-21,SLIP-0121-036,RS-120X200-GY,08:46:25,08:51:33,5,TEH-260120-146,ORD-260120-146,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-173,VB-50-80X150-IV,13:18:04,13:24:05,6,TEH-260120-147,ORD-260120-147,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-037,RS-120X200-GY,08:52:09,08:57:27,5,TEH-260120-148,ORD-260120-148,0,0,0,0
田中玲,2026-01-20,SLIP-0120-174,RS-90X180-WH,13:17:15,13:22:54,5,TEH-260120-149,ORD-260120-149,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-175,RS-100X190-BK,13:14:17,13:19:55,5,TEH-260120-150,ORD-260120-150,0,0,0,0
小林陽,2026-01-20,SLIP-0120-176,RS-110X210-WH,13:11:16,13:16:56,5,TEH-260120-151,ORD-260120-151,0,0,0,0
田中玲,2026-01-21,SLIP-0121-038,RS-100X190-BK,08:53:20,08:58:23,5,TEH-260120-152,ORD-260120-152,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-177,RS-100X190-BK,13:24:19,13:29:53,5,TEH-260120-153,ORD-260120-153,0,0,0,0
田中玲,2026-01-20,SLIP-0120-178,VB-50-80X150-IV,13:23:16,13:29:33,6,TEH-260120-154,ORD-260120-154,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-039,VB-50-80X150-IV,08:55:03,09:00:07,5,TEH-260120-155,ORD-260120-155,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-179,RS-90X180-WH,13:20:19,13:26:20,6,TEH-260120-156,ORD-260120-156,0,0,0,0
小林陽,2026-01-20,SLIP-0120-180,RS-120X200-GY,13:17:16,13:22:45,5,TEH-260120-157,ORD-260120-157,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-181,RS-120X200-GY,13:30:08,13:35:43,5,TEH-260120-158,ORD-260120-158,0,0,0,0
田中玲,2026-01-20,SLIP-0120-182,RS-120X200-GY,13:29:56,13:35:12,5,TEH-260120-159,ORD-260120-159,0,0,0,0
小林陽,2026-01-21,SLIP-0121-040,RS-90X180-WH,08:51:45,08:57:37,5,TEH-260120-160,ORD-260120-160,0,0,1,2
鈴木ミカ,2026-01-21,SLIP-0121-041,RS-120X200-GY,08:57:50,09:03:37,5,TEH-260120-161,ORD-260120-161,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-183,VB-60-90X160-BR,13:26:47,13:32:33,5,TEH-260120-162,ORD-260120-162,0,0,0,0
田中玲,2026-01-21,SLIP-0121-042,VB-60-90X160-BR,08:58:41,09:03:53,5,TEH-260120-163,ORD-260120-163,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-043,RS-110X210-WH,09:00:23,09:06:35,6,TEH-260120-164,ORD-260120-164,0,0,0,0
小林陽,2026-01-20,SLIP-0120-184,RS-120X200-GY,13:23:06,13:28:11,5,TEH-260120-165,ORD-260120-165,0,0,0,0
小林陽,2026-01-21,SLIP-0121-044,RS-100X190-BK,08:57:48,09:02:57,5,TEH-260120-166,ORD-260120-166,0,0,0,0
鈴木ミカ,2026-01-21,SLIP-0121-045,VB-50-80X150-IV,09:03:49,09:09:22,5,TEH-260120-167,ORD-260120-167,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-185,VB-60-90X160-BR,13:35:50,13:41:13,5,TEH-260120-168,ORD-260120-168,0,0,0,0
田中玲,2026-01-20,SLIP-0120-186,RS-120X200-GY,13:35:19,13:41:08,5,TEH-260120-169,ORD-260120-169,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-187,RS-100X190-BK,13:32:42,13:37:49,5,TEH-260120-170,ORD-260120-170,0,0,0,0
田中玲,2026-01-21,SLIP-0121-046,RS-100X190-BK,09:04:09,09:09:44,5,TEH-260120-171,ORD-260120-171,0,0,0,0
小林陽,2026-01-20,SLIP-0120-188,RS-110X210-WH,13:28:25,13:34:08,5,TEH-260120-172,ORD-260120-172,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-189,RS-100X190-BK,13:41:21,13:47:12,5,TEH-260120-173,ORD-260120-173,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-047,VB-50-80X150-IV,09:07:02,09:13:03,6,TEH-260120-174,ORD-260120-174,0,0,0,0
田中玲,2026-01-20,SLIP-0120-190,RS-90X180-WH,13:41:18,13:46:28,5,TEH-260120-175,ORD-260120-175,0,0,0,0
小林陽,2026-01-21,SLIP-0121-048,VB-50-80X150-IV,09:03:18,09:09:20,6,TEH-260120-176,ORD-260120-176,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-191,VB-50-80X150-IV,13:38:04,13:43:36,5,TEH-260120-177,ORD-260120-177,0,0,0,0
小林陽,2026-01-20,SLIP-0120-192,RS-100X190-BK,13:34:21,13:40:02,5,TEH-260120-178,ORD-260120-178,0,1,0,2
鈴木ミカ,2026-01-21,SLIP-0121-049,RS-120X200-GY,09:09:28,09:15:19,5,TEH-260120-179,ORD-260120-179,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-193,VB-60-90X160-BR,13:47:36,13:53:59,6,TEH-260120-180,ORD-260120-180,0,0,0,0
田中玲,2026-01-20,SLIP-0120-194,RS-90X180-WH,13:46:54,13:52:15,5,TEH-260120-181,ORD-260120-181,0,0,0,0
田中玲,2026-01-21,SLIP-0121-050,VB-50-80X150-IV,09:10:03,09:14:38,4,TEH-260120-182,ORD-260120-182,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-195,RS-120X200-GY,13:44:05,13:49:36,5,TEH-260120-183,ORD-260120-183,0,0,0,0
加藤葵,2026-01-21,SLIP-0121-051,VB-50-80X150-IV,09:13:14,09:18:47,5,TEH-260120-184,ORD-260120-184,0,0,0,0
小林陽,2026-01-20,SLIP-0120-196,RS-110X210-WH,13:40:17,13:45:31,5,TEH-260120-185,ORD-260120-185,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-197,VB-50-80X150-IV,13:54:25,14:00:40,6,TEH-260120-186,ORD-260120-186,0,0,0,0
田中玲,2026-01-20,SLIP-0120-198,VB-50-80X150-IV,13:52:34,13:57:50,5,TEH-260120-187,ORD-260120-187,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-199,RS-110X210-WH,13:49:54,13:55:36,5,TEH-260120-188,ORD-260120-188,0,0,0,0
小林陽,2026-01-20,SLIP-0120-200,RS-100X190-BK,13:45:54,13:51:06,5,TEH-260120-189,ORD-260120-189,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-201,VB-60-90X160-BR,14:00:46,14:06:02,5,TEH-260120-190,ORD-260120-190,0,0,0,0
田中玲,2026-01-20,SLIP-0120-202,VB-60-90X160-BR,13:58:04,14:03:30,5,TEH-260120-191,ORD-260120-191,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-203,VB-50-80X150-IV,13:56:04,14:01:27,5,TEH-260120-192,ORD-260120-192,0,0,0,0
小林陽,2026-01-20,SLIP-0120-204,RS-100X190-BK,13:51:33,13:56:37,5,TEH-260120-193,ORD-260120-193,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-205,RS-110X210-WH,14:06:13,14:11:44,5,TEH-260120-194,ORD-260120-194,0,0,0,0
小林陽,2026-01-21,SLIP-0121-052,RS-110X210-WH,09:09:33,09:15:22,5,TEH-260120-195,ORD-260120-195,0,0,0,0
田中玲,2026-01-20,SLIP-0120-206,RS-120X200-GY,14:03:59,14:10:07,6,TEH-260120-196,ORD-260120-196,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-207,RS-100X190-BK,14:01:45,14:06:50,5,TEH-260120-197,ORD-260120-197,2,2,0,2
小林陽,2026-01-20,SLIP-0120-208,RS-90X180-WH,13:56:45,14:02:17,5,TEH-260120-198,ORD-260120-198,0,0,0,0
鈴木ミカ,2026-01-20,SLIP-0120-209,RS-120X200-GY,14:11:59,14:16:52,4,TEH-260120-199,ORD-260120-199,0,0,0,0
田中玲,2026-01-20,SLIP-0120-210,RS-110X210-WH,14:10:17,14:15:16,4,TEH-260120-200,ORD-260120-200,0,0,0,0
加藤葵,2026-01-20,SLIP-0120-211,RS-90X180-WH,14:06:59,14:12:04,5,TEH-260120-201,ORD-260120-201,0,0,0,0
